BHK,Size,StayFloor,Bathrooms,Furnishing Status,Tenant Type,Area Type,Area Locality,Rent,,City,Point of Contact
1,700,1,1,Semi-Furnished,Bachelors/Family,Super Area,Rohini Sector 5,20000,,Delhi,Contact Owner
2,500,1,1,Unfurnished,Bachelors/Family,Super Area,Laxmi Nagar,9300,,Delhi,Contact Owner
3,2000,3,3,Furnished,Bachelors,Carpet Area,Safdarjung Enclave,80000,,Delhi,Contact Agent
2,400,1,1,Semi-Furnished,Bachelors,Carpet Area,Aya Nagar,7500,,Delhi,Contact Owner
3,1500,2,2,Unfurnished,Bachelors,Carpet Area,Sarita Vihar Pocket C,30000,,Delhi,Contact Agent
2,70,1,1,Unfurnished,Bachelors/Family,Super Area,"IGNOU Road, Saket",13000,,Delhi,Contact Owner
2,60,2,2,Unfurnished,Bachelors/Family,Super Area,"Indraprastha Extension, Patparganj",8500,,Delhi,Contact Owner
3,200,3,3,Semi-Furnished,Bachelors,Carpet Area,Paschim Vihar,44300,,Delhi,Contact Agent
2,1650,2,2,Furnished,Bachelors,Carpet Area,Safdarjung Enclave,45000,,Delhi,Contact Agent
2,1150,2,2,Unfurnished,Bachelors,Carpet Area,Sarita Vihar Pocket K,30000,,Delhi,Contact Agent
2,1800,2,2,Furnished,Bachelors,Carpet Area,Saket,40000,,Delhi,Contact Agent
4,4000,5,5,Semi-Furnished,Bachelors/Family,Carpet Area,Anand Niketan,530000,,Delhi,Contact Agent
2,900,1,1,Unfurnished,Bachelors/Family,Super Area,Ashok Vihar Phase 2,12000,,Delhi,Contact Owner
2,700,1,1,Unfurnished,Bachelors/Family,Super Area,Shakarpur,13500,,Delhi,Contact Owner
2,900,2,2,Unfurnished,Bachelors/Family,Super Area,Sheikh Sarai Phase 1,30000,,Delhi,Contact Owner
1,400,1,1,Semi-Furnished,Bachelors/Family,Super Area,New Delhi,9500,,Delhi,Contact Owner
4,2700,4,4,Unfurnished,Bachelors,Carpet Area,Greater Kailash 1,200000,,Delhi,Contact Agent
3,2000,3,3,Unfurnished,Bachelors/Family,Super Area,Rohini Sector 15,30000,,Delhi,Contact Owner
2,450,1,1,Unfurnished,Bachelors/Family,Super Area,"Shakarpur Khas, Shakarpur",9000,,Delhi,Contact Owner
2,400,1,1,Unfurnished,Bachelors,Carpet Area,kst chattarpur Apartments,13000,,Delhi,Contact Agent
2,500,1,1,Semi-Furnished,Bachelors/Family,Super Area,Vinod Nagar West,7000,,Delhi,Contact Owner
1,450,1,1,Furnished,Bachelors/Family,Carpet Area,Munirka,18000,,Delhi,Contact Agent
1,350,1,1,Unfurnished,Bachelors/Family,Super Area,Najafgarh,3500,,Delhi,Contact Owner
4,272,4,4,Unfurnished,Bachelors/Family,Carpet Area,Model Town,65000,,Delhi,Contact Agent
1,545,1,1,Furnished,Bachelors/Family,Super Area,Dwarka,19000,,Delhi,Contact Owner
2,84,2,2,Semi-Furnished,Bachelors/Family,Super Area,Paschim Vihar,23000,,Delhi,Contact Owner
1,600,1,1,Furnished,Bachelors/Family,Super Area,Kalkaji,12000,,Delhi,Contact Owner
2,75,2,2,Unfurnished,Bachelors/Family,Super Area,Chhattarpur,15000,,Delhi,Contact Owner
3,165,2,2,Semi-Furnished,Bachelors,Carpet Area,"Dayanand Vihar, Anand Vihar",38000,,Delhi,Contact Owner
3,1100,3,3,Unfurnished,Bachelors,Carpet Area,Shalimar bagh,50000,,Delhi,Contact Agent
1,500,1,1,Unfurnished,Bachelors/Family,Super Area,Falt,6500,,Delhi,Contact Owner
3,150,3,3,Semi-Furnished,Bachelors,Carpet Area,Janakpuri,35000,,Delhi,Contact Agent
2,70,2,2,Semi-Furnished,Bachelors/Family,Super Area,Vasant Kunj,15000,,Delhi,Contact Owner
3,250,2,2,Semi-Furnished,Bachelors/Family,Super Area,Mausam Vihar,30000,,Delhi,Contact Owner
2,70,2,2,Unfurnished,Bachelors/Family,Super Area,"Khanpur, Madangir",10000,,Delhi,Contact Owner
1,300,1,1,Semi-Furnished,Bachelors,Carpet Area,"Arjun Nagar, Safdarjung Enclave",18000,,Delhi,Contact Agent
3,1800,3,3,Semi-Furnished,Bachelors,Carpet Area,Malviya Nagar,30000,,Delhi,Contact Agent
1,400,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Lajpat Nagar 4,16000,,Delhi,Contact Agent
3,1250,2,2,Semi-Furnished,Bachelors/Family,Super Area,Cghs apts.,22000,,Delhi,Contact Owner
2,480,1,1,Semi-Furnished,Bachelors/Family,Super Area,Rohini Sector 21,9000,,Delhi,Contact Owner
2,84,2,2,Semi-Furnished,Bachelors,Carpet Area,Paschim Vihar,20200,,Delhi,Contact Agent
2,84,2,2,Semi-Furnished,Bachelors,Carpet Area,Paschim Vihar Block A6,19500,,Delhi,Contact Agent
2,600,2,2,Semi-Furnished,Bachelors,Carpet Area,"Arjun Nagar, Safdarjung Enclave",21000,,Delhi,Contact Agent
2,600,2,2,Semi-Furnished,Bachelors,Carpet Area,"Arjun Nagar, Safdarjung Enclave",20000,,Delhi,Contact Agent
2,720,2,2,Semi-Furnished,Bachelors/Family,Super Area,Govindpuri Main,13000,,Delhi,Contact Owner
2,75,1,1,Unfurnished,Bachelors/Family,Carpet Area,Najafgarh,6500,,Delhi,Contact Owner
3,1000,2,2,Unfurnished,Bachelors/Family,Super Area,"Everest Apartment, Kalkaji",25000,,Delhi,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors,Carpet Area,Malviya Nagar,20000,,Delhi,Contact Agent
2,2200,2,2,Semi-Furnished,Family,Carpet Area,Janakpuri,33000,,Delhi,Contact Owner
3,900,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Mayur Vihar 3,18000,,Delhi,Contact Owner
1,550,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Pitampura,13000,,Delhi,Contact Owner
2,450,1,1,Furnished,Bachelors/Family,Super Area,Palam,10000,,Delhi,Contact Owner
2,470,2,2,Furnished,Bachelors/Family,Super Area,Pul Prahlad Pur,10000,,Delhi,Contact Owner
3,125,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Khirki extension, Malviya Nagar",23000,,Delhi,Contact Owner
1,400,1,1,Furnished,Bachelors/Family,Carpet Area,Lajpat Nagar 4,20000,,Delhi,Contact Agent
4,2600,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,Vasant Vihar,150000,,Delhi,Contact Owner
3,1500,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"DJA Apartments, Dwarka Sector 13",25000,,Delhi,Contact Agent
2,80,1,1,Semi-Furnished,Bachelors/Family,Super Area,Dwarka Sector 17,21000,,Delhi,Contact Owner
3,1100,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Dwarka Sector 9,30000,,Delhi,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Vasant Kunj,22000,,Delhi,Contact Owner
2,800,2,2,Unfurnished,Bachelors/Family,Super Area,Mehrauli,14000,,Delhi,Contact Owner
2,50,1,1,Furnished,Bachelors/Family,Super Area,Dwarka Sector 14,7000,,Delhi,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Kishangarh, Vasant Kunj",18500,,Delhi,Contact Owner
1,550,1,1,Unfurnished,Bachelors,Carpet Area,Chhattarpur Enclave,8500,,Delhi,Contact Agent
1,450,1,1,Unfurnished,Bachelors,Carpet Area,Chhattarpur Enclave,8000,,Delhi,Contact Agent
2,670,2,2,Furnished,Bachelors/Family,Super Area,Ram Nagar,10000,,Delhi,Contact Owner
2,700,1,1,Semi-Furnished,Bachelors/Family,Super Area,Dwarka,15000,,Delhi,Contact Owner
3,125,2,2,Semi-Furnished,Bachelors,Super Area,"Vikram Vihar, Lajpat Nagar",37000,,Delhi,Contact Owner
3,1872,3,3,Semi-Furnished,Bachelors/Family,Super Area,Greater Kailash 1,90000,,Delhi,Contact Agent
2,650,1,1,Unfurnished,Bachelors/Family,Carpet Area,Chhattarpur Enclave,12000,,Delhi,Contact Agent
2,550,2,2,Unfurnished,Bachelors,Carpet Area,Chhattarpur Enclave,13000,,Delhi,Contact Agent
2,84,2,2,Semi-Furnished,Bachelors,Carpet Area,Paschim Vihar,22000,,Delhi,Contact Agent
1,90,2,2,Unfurnished,Bachelors/Family,Super Area,Gopalpur,4000,,Delhi,Contact Owner
2,1000,2,2,Unfurnished,Bachelors/Family,Super Area,Laxmi Nagar,12000,,Delhi,Contact Owner
1,65,1,1,Unfurnished,Bachelors/Family,Super Area,Lado Sarai,9000,,Delhi,Contact Owner
2,75,1,1,Unfurnished,Bachelors/Family,Super Area,Pandav Nagar,14000,,Delhi,Contact Owner
1,250,1,1,Furnished,Bachelors,Carpet Area,"Arjun Nagar, Safdarjung Enclave",15000,,Delhi,Contact Agent
2,900,2,2,Unfurnished,Bachelors,Super Area,Surya Apartment pocket a11,12500,,Delhi,Contact Owner
3,900,3,3,Semi-Furnished,Bachelors,Carpet Area,"Arjun Nagar, Safdarjung Enclave",30000,,Delhi,Contact Agent
2,650,2,2,Unfurnished,Bachelors/Family,Super Area,Mayur Vihar,9500,,Delhi,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,Bhagwati Garden,15000,,Delhi,Contact Owner
1,800,1,1,Semi-Furnished,Bachelors/Family,Super Area,Rohini Sector 3,12000,,Delhi,Contact Owner
1,410,1,1,Unfurnished,Bachelors,Carpet Area,Dwarka Sector 23B,8000,,Delhi,Contact Owner
3,1500,3,3,Furnished,Bachelors/Family,Super Area,Rajouri Garden,70000,,Delhi,Contact Owner
4,2800,4,4,Unfurnished,Bachelors/Family,Carpet Area,Safdarjung Enclave,250000,,Delhi,Contact Owner
3,1800,2,2,Semi-Furnished,Bachelors,Carpet Area,Pitampura,31500,,Delhi,Contact Agent
2,1400,2,2,Semi-Furnished,Bachelors,Carpet Area,"Sarita Vihar, Mathura Road",30000,,Delhi,Contact Agent
3,1600,3,3,Semi-Furnished,Bachelors/Family,Super Area,Greater Kailash,60000,,Delhi,Contact Owner
3,1200,2,2,Semi-Furnished,Bachelors,Carpet Area,Rajouri Garden,35000,,Delhi,Contact Agent
3,1150,3,3,Unfurnished,Bachelors/Family,Carpet Area,"Vikram Vihar, Lajpat Nagar",55000,,Delhi,Contact Agent
2,110,1,1,Semi-Furnished,Bachelors/Family,Super Area,Karawal Nagar,20000,,Delhi,Contact Owner
1,300,1,1,Furnished,Bachelors/Family,Super Area,"Tagore Garden, Rajouri Garden, Najafgarh Road",6500,,Delhi,Contact Owner
2,750,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",17000,,Delhi,Contact Agent
1,450,1,1,Semi-Furnished,Bachelors,Carpet Area,Paschim Vihar Block A6,9300,,Delhi,Contact Agent
2,410,1,1,Unfurnished,Bachelors/Family,Super Area,Ghitorni,7500,,Delhi,Contact Owner
2,800,1,1,Furnished,Bachelors/Family,Super Area,Janakpuri,20000,,Delhi,Contact Owner
3,120,3,3,Furnished,Bachelors/Family,Super Area,Bhalswa,18000,,Delhi,Contact Owner
1,650,1,1,Furnished,Bachelors,Carpet Area,Saket,15000,,Delhi,Contact Agent
2,400,1,1,Unfurnished,Bachelors,Carpet Area,kst chattarpur Apartments,13000,,Delhi,Contact Agent
2,810,2,2,Semi-Furnished,Bachelors/Family,Super Area,Vikaspuri,20000,,Delhi,Contact Owner
3,700,2,2,Furnished,Bachelors/Family,Super Area,"Indraprastha Extension, Patparganj",12000,,Delhi,Contact Owner
2,1125,2,2,Furnished,Bachelors/Family,Super Area,Krishna Park,40000,,Delhi,Contact Owner
2,600,2,2,Unfurnished,Bachelors/Family,Super Area,Rohini Sector 7,8000,,Delhi,Contact Owner
3,1300,3,3,Furnished,Bachelors,Carpet Area,South Extension 1,95000,,Delhi,Contact Agent
3,1450,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,Lajpat Nagar 3,68000,,Delhi,Contact Agent
3,110,2,2,Unfurnished,Bachelors/Family,Super Area,Tri Nagar,18000,,Delhi,Contact Owner
4,3500,6,6,Semi-Furnished,Bachelors,Carpet Area,Anand Niketan,130000,,Delhi,Contact Agent
4,4000,7,7,Semi-Furnished,Bachelors,Carpet Area,West End,150000,,Delhi,Contact Agent
3,2500,4,4,Semi-Furnished,Bachelors,Carpet Area,Sarvodaya Enclave,75000,,Delhi,Contact Agent
4,3000,5,5,Semi-Furnished,Bachelors,Carpet Area,Safdarjung Enclave,110000,,Delhi,Contact Agent
4,3500,6,6,Semi-Furnished,Bachelors,Carpet Area,Vasant Vihar,150000,,Delhi,Contact Agent
1,240,1,1,Semi-Furnished,Bachelors,Super Area,Malviya Nagar,10000,,Delhi,Contact Owner
3,1250,2,2,Unfurnished,Bachelors,Carpet Area,Chhattarpur Enclave,24000,,Delhi,Contact Agent
3,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,Rohini Sector 24,28000,,Delhi,Contact Owner
3,900,2,2,Unfurnished,Bachelors,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",28000,,Delhi,Contact Owner
2,900,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Jhilmil Colony,18000,,Delhi,Contact Agent
3,1250,3,3,Unfurnished,Bachelors/Family,Carpet Area,Chhattarpur Enclave,27000,,Delhi,Contact Agent
2,650,2,2,Unfurnished,Bachelors/Family,Carpet Area,Chhattarpur Enclave,17000,,Delhi,Contact Agent
3,3200,4,4,Semi-Furnished,Bachelors/Family,Super Area,Sundar Nagar,350000,,Delhi,Contact Owner
2,900,1,1,Semi-Furnished,Bachelors/Family,Super Area,Pitampura,25000,,Delhi,Contact Owner
3,1250,2,2,Unfurnished,Bachelors,Carpet Area,Chattarpur Extension,16500,,Delhi,Contact Agent
2,60,2,2,Semi-Furnished,Bachelors,Carpet Area,Rohini Sector 21,14000,,Delhi,Contact Owner
2,90,2,2,Unfurnished,Bachelors/Family,Super Area,Mahaveer Nagar,18000,,Delhi,Contact Owner
2,55,1,1,Unfurnished,Bachelors/Family,Super Area,Peera Garhi,10000,,Delhi,Contact Owner
2,50,1,1,Unfurnished,Bachelors/Family,Super Area,Dwarka Sector 8,10000,,Delhi,Contact Owner
4,400,4,4,Unfurnished,Bachelors/Family,Carpet Area,Sarvodaya Enclave,100000,,Delhi,Contact Agent
2,680,1,1,Furnished,Bachelors,Carpet Area,Pitampura,25000,,Delhi,Contact Agent
2,756,2,2,Semi-Furnished,Bachelors,Carpet Area,Paschim Vihar Block A3,22999,,Delhi,Contact Agent
2,500,1,1,Unfurnished,Bachelors/Family,Super Area,Jaitpur,6000,,Delhi,Contact Owner
2,900,2,2,Furnished,Bachelors/Family,Carpet Area,Vasant Kunj,40000,,Delhi,Contact Owner
3,2000,3,3,Furnished,Bachelors/Family,Super Area,Defence Colony,250000,,Delhi,Contact Owner
1,40,1,1,Furnished,Bachelors/Family,Carpet Area,Shalimar bagh,13000,,Delhi,Contact Agent
1,100,1,1,Furnished,Bachelors/Family,Super Area,Chittaranjan Park,14000,,Delhi,Contact Agent
2,950,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"Geeta Colony PRWS Block 3 And 7, Rajgarh Colony",20000,,Delhi,Contact Owner
1,200,1,1,Furnished,Bachelors,Carpet Area,Sultanpur,5500,,Delhi,Contact Owner
2,900,2,2,Furnished,Bachelors/Family,Carpet Area,Lajpat Nagar,32000,,Delhi,Contact Agent
2,750,1,1,Semi-Furnished,Bachelors/Family,Super Area,Mehrauli,8000,,Delhi,Contact Owner
3,1400,3,3,Unfurnished,Family,Carpet Area,Palam Extension,25000,,Delhi,Contact Agent
2,100,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Shalimar bagh,28000,,Delhi,Contact Agent
2,100,2,2,Semi-Furnished,Bachelors/Family,Super Area,Kalkaji,22000,,Delhi,Contact Agent
1,100,1,1,Semi-Furnished,Bachelors/Family,Super Area,Chittaranjan Park,21000,,Delhi,Contact Agent
2,1000,2,2,Semi-Furnished,Bachelors/Family,Super Area,"DDA Flats Sector E Pocket 1, Vasant Kunj",30000,,Delhi,Contact Agent
1,400,1,1,Unfurnished,Bachelors/Family,Carpet Area,Lajpat Nagar,12000,,Delhi,Contact Agent
1,70,1,1,Unfurnished,Bachelors/Family,Super Area,DS 19,15000,,Delhi,Contact Owner
1,450,1,1,Furnished,Bachelors/Family,Carpet Area,"DDA Flat AD Block, Shalimar Bagh AD Block",18000,,Delhi,Contact Owner
2,900,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Acharya Niketan, Mayur Vihar",18000,,Delhi,Contact Owner
1,42,1,1,Semi-Furnished,Bachelors/Family,Super Area,Dwarka Sector 23,10000,,Delhi,Contact Owner
1,400,1,1,Furnished,Bachelors/Family,Carpet Area,Lajpat Nagar,16000,,Delhi,Contact Agent
2,900,2,2,Semi-Furnished,Bachelors,Carpet Area,Amarpali Apartment,20000,,Delhi,Contact Owner
4,1500,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Rohini Sector 24,28000,,Delhi,Contact Agent
1,70,1,1,Semi-Furnished,Bachelors/Family,Super Area,Palam,7000,,Delhi,Contact Owner
2,450,1,1,Furnished,Bachelors/Family,Carpet Area,Sethi floor nihal vihar,30000,,Delhi,Contact Owner
2,900,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Hari Nagar,15000,,Delhi,Contact Owner
1,500,1,1,Unfurnished,Bachelors/Family,Carpet Area,Main Ghitorni,8000,,Delhi,Contact Owner
1,400,2,2,Unfurnished,Bachelors/Family,Carpet Area,Pitampura,9000,,Delhi,Contact Agent
3,150,2,2,Semi-Furnished,Bachelors,Carpet Area,Paschim Vihar Block A3,33500,,Delhi,Contact Agent
1,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,Neb Sarai,9500,,Delhi,Contact Owner
2,540,1,1,Unfurnished,Bachelors/Family,Super Area,"Baljit Nagar, Patel Nagar",10000,,Delhi,Contact Owner
1,400,1,1,Furnished,Bachelors/Family,Carpet Area,Lajpat Nagar,20000,,Delhi,Contact Agent
1,450,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Chhattarpur Enclave Phase1, Chhattarpur",10000,,Delhi,Contact Agent
1,700,1,1,Unfurnished,Bachelors/Family,Super Area,DS 19,15000,,Delhi,Contact Owner
3,1450,2,2,Furnished,Bachelors,Carpet Area,Vasant Kunj,55000,,Delhi,Contact Agent
2,1000,2,2,Semi-Furnished,Bachelors,Carpet Area,Patparganj,20000,,Delhi,Contact Agent
2,550,2,2,Semi-Furnished,Bachelors,Carpet Area,Saket,16000,,Delhi,Contact Agent
2,900,2,2,Furnished,Bachelors/Family,Carpet Area,"DDA Flats Block B3, Keshav Puram, Tri Nagar",23000,,Delhi,Contact Owner
3,300,3,3,Semi-Furnished,Bachelors/Family,Super Area,Panchsheel Park,150000,,Delhi,Contact Agent
2,1100,2,2,Unfurnished,Bachelors/Family,Super Area,New Delhi,25000,,Delhi,Contact Owner
1,600,1,1,Semi-Furnished,Bachelors,Carpet Area,Saket,9000,,Delhi,Contact Agent
1,450,1,1,Semi-Furnished,Bachelors,Super Area,"Manak Vihar, Anand Vihar",11000,,Delhi,Contact Owner
2,550,1,1,Unfurnished,Bachelors/Family,Carpet Area,Mayur Vihar 1,11500,,Delhi,Contact Agent
3,1000,2,2,Unfurnished,Bachelors/Family,Super Area,Dwarka Mor,16000,,Delhi,Contact Agent
3,1250,2,2,Unfurnished,Bachelors,Carpet Area,Chhattarpur Enclave,23000,,Delhi,Contact Agent
4,1950,4,4,Semi-Furnished,Bachelors/Family,Carpet Area,Chhattarpur Enclave,30000,,Delhi,Contact Agent
3,1750,4,4,Semi-Furnished,Bachelors,Carpet Area,Safdarjung Enclave,110000,,Delhi,Contact Agent
1,25,1,1,Unfurnished,Bachelors/Family,Super Area,Burari,3500,,Delhi,Contact Owner
2,700,1,1,Unfurnished,Bachelors,Carpet Area,Shadipur,12100,,Delhi,Contact Agent
2,1800,1,1,Unfurnished,Bachelors,Carpet Area,"Naveen Shahdara, Shahdara",19000,,Delhi,Contact Owner
2,1000,2,2,Furnished,Bachelors/Family,Super Area,Greater Kailash 2,40000,,Delhi,Contact Owner
2,200,1,1,Unfurnished,Bachelors/Family,Super Area,Najafgarh,8000,,Delhi,Contact Owner
3,1700,3,3,Semi-Furnished,Bachelors,Carpet Area,Pitampura,42000,,Delhi,Contact Agent
3,70,2,2,Semi-Furnished,Bachelors/Family,Super Area,Pandav Nagar,13000,,Delhi,Contact Owner
3,1700,3,3,Semi-Furnished,Bachelors,Carpet Area,Pitampura,44000,,Delhi,Contact Agent
1,450,1,1,Semi-Furnished,Bachelors,Carpet Area,Saket,11000,,Delhi,Contact Agent
3,1350,3,3,Semi-Furnished,Bachelors,Carpet Area,Safdarjung Enclave,40000,,Delhi,Contact Agent
4,2550,4,4,Semi-Furnished,Bachelors/Family,Super Area,Greater Kailash 1,150000,,Delhi,Contact Agent
2,650,2,2,Unfurnished,Bachelors/Family,Carpet Area,Chhattarpur,13000,,Delhi,Contact Agent
2,650,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,Chhattarpur,17500,,Delhi,Contact Agent
3,1250,3,3,Unfurnished,Bachelors/Family,Carpet Area,Chhattarpur,14500,,Delhi,Contact Agent
3,1250,2,2,Unfurnished,Bachelors,Carpet Area,Chhattarpur,24000,,Delhi,Contact Agent
3,1000,2,2,Unfurnished,Bachelors/Family,Carpet Area,Mayur Vihar Phase 1 Extension,30000,,Delhi,Contact Owner
1,500,1,1,Semi-Furnished,Bachelors/Family,Super Area,Kalkaji,10000,,Delhi,Contact Owner
1,500,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Neb Sarai,10000,,Delhi,Contact Agent
3,1550,3,3,Semi-Furnished,Bachelors,Carpet Area,Safdarjung Enclave,90000,,Delhi,Contact Agent
4,3800,5,5,Semi-Furnished,Bachelors/Family,Carpet Area,"Maharani Bagh, New Friends Colony",280000,,Delhi,Contact Agent
2,1150,2,2,Unfurnished,Bachelors,Super Area,Shalimar bagh,32000,,Delhi,Contact Owner
3,2000,3,3,Unfurnished,Bachelors/Family,Carpet Area,Sarvodaya Enclave,80000,,Delhi,Contact Agent
1,30,1,1,Furnished,Bachelors/Family,Carpet Area,B-7 veer Singh colony Budh vihar phase 2 delhi,5500,,Delhi,Contact Owner
1,50,1,1,Semi-Furnished,Bachelors,Carpet Area,Mahavir Enclave Part 3,6000,,Delhi,Contact Owner
3,1205,2,2,Furnished,Bachelors/Family,Super Area,Dwarka Sector 5,30000,,Delhi,Contact Owner
3,1450,2,2,Semi-Furnished,Bachelors,Carpet Area,Vasant Kunj,42000,,Delhi,Contact Agent
1,200,1,1,Unfurnished,Bachelors/Family,Super Area,Pusa Institutional Area,5500,,Delhi,Contact Owner
2,350,2,2,Semi-Furnished,Bachelors/Family,Super Area,Raj Nagar 2,7000,,Delhi,Contact Owner
2,700,1,1,Unfurnished,Bachelors,Super Area,Sarojini Nagar,10000,,Delhi,Contact Owner
1,400,1,1,Furnished,Bachelors/Family,Carpet Area,Lajpat Nagar,17000,,Delhi,Contact Agent
1,700,1,1,Semi-Furnished,Bachelors/Family,Super Area,Mayur Vihar 1,18000,,Delhi,Contact Owner
2,1000,2,2,Semi-Furnished,Bachelors,Carpet Area,"Arjun Garh, Aya Nagar",14000,,Delhi,Contact Agent
1,450,1,1,Furnished,Bachelors/Family,Carpet Area,"Paryavaran Complex, Sainik Farm",17000,,Delhi,Contact Agent
3,1200,2,2,Semi-Furnished,Family,Super Area,DS 19,27000,,Delhi,Contact Owner
3,1200,2,2,Semi-Furnished,Bachelors,Carpet Area,Patparganj,25000,,Delhi,Contact Agent
2,900,2,2,Semi-Furnished,Bachelors/Family,Super Area,"Lajpat Nagar II, null",23000,,Delhi,Contact Owner
2,84,2,2,Furnished,Bachelors,Carpet Area,Paschim Vihar,24500,,Delhi,Contact Agent
1,200,1,1,Unfurnished,Bachelors/Family,Carpet Area,East Of Kailash,10000,,Delhi,Contact Owner
2,1300,2,2,Unfurnished,Bachelors,Super Area,Kalkaji,35000,,Delhi,Contact Agent
2,1300,2,2,Furnished,Bachelors/Family,Carpet Area,Aya Nagar Extension,27000,,Delhi,Contact Owner
1,200,1,1,Unfurnished,Bachelors,Carpet Area,kst chattarpur Apartments,7000,,Delhi,Contact Agent
1,300,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Laxmi Nagar,5000,,Delhi,Contact Agent
2,550,1,1,Unfurnished,Bachelors/Family,Carpet Area,"Mohan Garden, Razapur Khurd",5000,,Delhi,Contact Owner
2,950,1,1,Semi-Furnished,Bachelors,Super Area,Uttam Nagar,12000,,Delhi,Contact Owner
2,750,2,2,Furnished,Bachelors/Family,Carpet Area,"Arjun Nagar, Safdarjung Enclave",30000,,Delhi,Contact Agent
2,950,2,2,Semi-Furnished,Bachelors/Family,Carpet Area,"East End Apartments, Ph. 1ext near new Ashok nagar",25000,,Delhi,Contact Owner
1,350,1,1,Semi-Furnished,Bachelors/Family,Carpet Area,Laxmi Nagar,6000,,Delhi,Contact Agent
3,2000,3,3,Unfurnished,Bachelors/Family,Super Area,Jangpura,45000,,Delhi,Contact Owner
3,180,3,3,Unfurnished,Bachelors,Carpet Area,Janakpuri,40000,,Delhi,Contact Agent
2,60,1,1,Semi-Furnished,Bachelors/Family,Super Area,Mayur Vihar 1,8500,,Delhi,Contact Owner
2,950,1,1,Unfurnished,Bachelors,Carpet Area,"Indraprastha Extension, Patparganj",16500,,Delhi,Contact Agent
3,1400,3,3,Semi-Furnished,Bachelors/Family,Carpet Area,"Jangpura Extension, Jangpura",100000,,Delhi,Contact Agent
3,200,2,2,Unfurnished,Bachelors/Family,Carpet Area,South Extension 1,52000,,Delhi,Contact Owner
1,450,1,1,Furnished,Bachelors/Family,Carpet Area,Patel Nagar West,12500,,Delhi,Contact Agent
2,600,2,2,Unfurnished,Bachelors/Family,Super Area,"V3s East Centre, Laxmi Nagar",14000,,Delhi,Contact Owner
1,350,1,1,Unfurnished,Bachelors/Family,Super Area,"Arjun Nagar, Safdarjung Enclave",15000,,Delhi,Contact Owner
